name,heat,carbohydrate,fat,protein
枇杷肉圆,161,2.63,11.11,12.00
番茄煨牛肉,135,2.09,6.64,15.23
焖烧豇豆,71,5.69,4.97,2.88
糖醋莴笋,48,11.28,0.1,0.96
糯米团子,208,39.35,2.36,8.00
黄瓜拌平菇,42,4.08,2.62,1.59
南瓜玉米窝窝头,144,31.90,1.34,3.49
米粉素肉,245,30.33,7.03,15.62
冬菜蒸牛肉饼,149,8.94,6.5,14.26
香煎藕饼,145,19.28,5.36,4.29
煎熘腐皮卷,189,10.59,14.79,3.15
生姜拌韭花,26,3.25,0.4,2.34
滑熘海带,143,20.62,5.15,3.33
青豌豆拌土豆泥,118,18.07,3.82,4.51
胡萝卜煮蘑菇,48,5.45,2.13,3.23
盐烤三文鱼,138,0.37,7.66,16.91
油煎带鱼,166,7.89,7.96,15.76
酥炸芝麻鱼,185,5.60,13.09,12.73
烤鸡大腿,173,1.37,12.01,15.00
椒盐拌花生米,573,19.04,47.62,21.75
虎皮蛋糕,270,33.34,11.68,8.20
锅塌里脊,266,8.44,20.7,11.37
自制低热量三明治,138,11.02,6.22,8.15
腌蒜,109,23.79,0.17,3.88
酱鱿鱼(自制),73,2.92,1.2,10.92
柠檬醋煎南瓜饼,118,7.71,8.72,2.62
烩牛肉,144,3.48,7.6,14.58
屯溪醉蟹,109,5.63,1.96,13.51
烩蛋饺,162,3.41,11.21,11.98
炸花生米,588,19.55,48.9,22.34
酱爆鸭片,197,1.96,16.06,11.36
酥炸蚕豆,355,58.27,5.15,20.46
锅炸豆腐,174,5.63,12.25,10.40
牛干巴,100,1.13,2.17,19.06
天津糖排骨,263,7.42,18.47,16.65
烧茄子,74,7.05,5.18,1.50
鸡蛋布丁,138,18.87,4.41,5.73
清烩虾仁,155,14.40,6.01,10.65
酱汁鸡肉丸子串,246,7.53,19.41,10.39
自制红豆汤(加糖),44,9.13,0.08,2.54
冬菇鸡,145,3.26,8.34,14.28
无糖豆浆,30,2.63,1.23,2.69
番茄紫菜汤,6,1.18,0.06,0.33
曲酒卤肉,159,0.88,6.67,17.22
豆芽拌海带,41,3.51,2.47,1.52
洋葱烩蛋,131,5.03,8.86,7.64
虾皮紫菜汤,26,1.26,0.69,3.88
水煮油麦菜,29,1.47,2.02,1.37
瑞典牛肉丸子,141,7.36,7.88,10.22
柠檬水,2,0.30,0.06,0.05
凉拌冬瓜片,57,4.38,3.93,2.06
广式菠萝包,339,49.69,12.42,8.26
酸甜咕噜肉,318,13.94,25.64,8.26
烧金针菇,46,4.13,3.11,1.89
酱爆双丁,196,6.59,14.45,11.18
自制家常拌饭,71,10.42,2.94,2.08
小摊饭团,203,21.28,10.52,5.82
清蒸鱼,106,1.30,3.74,16.84
布朗尼蛋糕,347,37.67,18.37,9.01
椒盐青椒条,120,10.25,6.24,4.32
豆腐肉丸子,146,2.31,12.0,7.66
烩蘑菇鸡柳,154,6.91,8.7,11.83
丝瓜炒蛋,102,3.31,6.87,7.01
哈尔滨糖醋排骨,220,10.24,14.18,12.64
五香芹菜,68,4.41,3.28,3.80
拌油爆鱼,130,5.70,5.97,13.28
麻酱拌茄子,52,6.41,2.94,1.86
卤凤爪,239,3.83,14.97,22.03
豉椒豆腐,99,5.92,5.22,7.94
葱酥鱼,125,6.90,7.15,7.82
麻辣牛柳,241,5.57,18.02,14.67
炝拌牛肉丝,109,4.37,3.85,15.39
五香鸭肉,262,6.52,21.99,9.99
菱肉鸡丁,123,10.23,5.03,8.71
醉鸡腿,167,0.27,11.58,14.39
砂锅白菜粉条汤,36,6.11,1.18,0.77
四宝鸡肉,146,7.51,6.76,14.43
菠萝明虾片,149,6.85,10.23,7.73
木耳烩鱼片,164,4.45,12.61,8.97
卤素鸭,319,16.42,23.12,12.23
椒盐土豆片,129,17.00,5.88,1.71
菠菜饺,194,5.85,16.12,5.80
砂锅卤豆腐,84,5.54,3.48,7.89
辣豉千张,316,12.74,16.91,27.99
明炉烧鸭,266,2.26,22.28,14.11
腌硝肉,554,0.65,57.34,9.09
大饼,208,36.36,3.85,7.94
熏肉粉肠,227,14.68,12.11,14.72
什锦凉糕,265,42.73,8.83,4.24
干炸鸡条,239,2.32,18.13,16.74
韭菜蛋饼,242,38.92,5.42,9.88
拔丝冬瓜条,206,28.20,10.08,1.42
麻辣猪肉干,150,4.55,6.68,18.56
海带炖鸡,120,1.93,6.52,13.78
扒鲜芦笋,86,6.06,6.92,1.39
浇汁蛋,209,4.64,16.48,10.80
干菜焖肉,470,7.31,44.02,8.99
椰蓉面包,354,39.18,19.08,7.29
香菇炖鸡,145,1.51,8.54,15.71
醉猪肚,97,0.74,3.79,11.67
熏五香兔肉,109,3.30,2.27,18.29
焦熘肠圈,189,19.04,10.31,5.22
蜜红豆墨西哥,319,46.94,11.84,6.70
红薯玉米窝头,145,32.99,1.13,3.00
耳环鱿鱼,287,7.87,15.64,28.73
豉汁蒸鱼头,145,9.00,5.87,14.62
锅塌茄合,163,4.35,14.36,4.83
烤鸡翅,185,4.91,11.11,16.49
干酱茭白,106,8.45,7.98,1.64
拔丝茄子,218,28.00,11.34,1.55
烟熏猪蹄,259,5.12,17.36,20.44
铁扒鸡腿,235,3.56,19.22,12.36
薏米红豆粥,78,15.22,0.35,4.09
酱蹄膀,271,7.29,19.86,15.72
无水蜂蜜蛋糕,313,49.75,9.62,7.44
香米蛋糕,189,32.51,4.55,5.44
卤五香黄豆,342,19.50,13.36,28.96
酱烧豆腐,179,7.49,13.68,7.03
猪肉焖板栗,397,17.83,33.55,6.59
油焖黄豆,369,30.13,22.82,22.48
五香熏鸡,184,3.06,10.85,18.26
豆腐鸡蛋锅贴,149,5.51,9.29,10.64
百合绿豆汤,64,14.50,0.07,1.86
青瓜墨鱼片,84,3.64,1.8,13.31
软熘豆腐(一),109,7.12,6.01,6.97
卤味鹌鹑蛋,158,4.62,10.53,11.81
炒韭菜,35,4.59,1.38,2.60
姜拌海带,56,4.12,3.82,2.03
焖子,217,42.76,4.13,2.48
桃仁香菇,414,8.65,40.93,6.16
红烧鲫鱼,121,5.86,4.81,13.65
菜根腌虾虎,66,5.37,1.16,7.79
糖醋平菇,99,14.98,3.42,1.47
酱鸡蛋,151,7.07,9.27,10.94
卤小肠,90,10.30,1.48,7.40
卤蚝油鲜鲍鱼,93,8.40,1.38,11.45
黄瓜拌粉皮,72,5.69,5.17,1.15
姜丝小肠,78,4.23,2.66,9.08
素太极羹,96,6.55,5.91,6.93
红烧鳝鱼段,113,3.98,3.63,16.31
熘鸽蛋,117,3.60,8.2,6.93
自制鸡蛋三明治,227,22.42,10.23,11.45
白菜丸子汤,21,1.64,1.13,1.06
豆豉青椒,58,6.84,3.32,2.34
香芋猪手,125,6.03,7.83,7.89
家制酱排骨,257,4.40,18.99,17.15
低卡蔬菜沙拉,51,8.70,1.18,1.92
汉堡式牛肉扒,120,6.90,5.34,11.75
土豆沙拉,180,12.02,12.37,5.69
银耳莲子粥,27,5.52,0.07,0.58
酒糟大蛏,43,2.87,0.3,7.04
酸辣鸡片,190,5.70,11.96,16.76
烩鸡翅,193,5.75,12.13,15.06
锅塌羊肝,199,13.28,9.46,15.11
广州辣椒牛肉粒,133,3.43,4.23,19.42
蔬菜疙瘩汤,77,10.76,2.14,3.36
培根肉(针刺腌制法),394,3.24,36.58,13.05
香煎玉米饼,248,38.06,6.58,8.05
熘鱼片,206,4.95,14.72,12.92
家制腊肉(二),362,7.86,31.04,11.54
生焖鸭,262,1.57,22.36,14.05
葱油拌豆角,320,58.26,1.93,23.59
老姜肉片汤,39,0.57,2.57,3.35
冰糖酱鸭,244,5.77,18.01,14.27
铁板美味茄,118,6.70,8.01,5.95
烟熏排骨,304,2.08,26.02,14.75
一品蒸黄鱼,83,4.39,1.61,11.87
豆沙面包卷,264,50.13,4.66,6.66
爆腰花,167,3.53,11.4,12.51
桶子油鸡,179,1.99,10.52,18.83
盐水鸭,234,0.53,19.06,15.01
黄焖牛肉丸,281,4.26,24.21,11.54
东江盐水鸡,180,1.58,11.48,17.80
红烧素大排骨,194,11.53,8.9,16.89
酱茄子,30,4.28,0.61,1.70
红豆切糕,167,38.02,0.75,3.39
果汁猪扒,173,10.13,9.84,10.66
油豆腐镶肉,276,8.11,21.96,12.77
黄瓜虾肉寿司卷,111,17.77,1.99,5.73
薏仁绿豆汤,57,10.39,0.34,2.87
干煸豇豆,54,3.85,2.29,2.97
川味五香牛肉干,318,2.04,27.68,16.30
芹菜脆皮虾,111,4.32,5.03,12.50
什菜煎蛋饼,172,5.20,13.6,6.97
扬州炒饭,146,15.45,5.99,7.28
干煨香菇,73,5.18,3.67,6.84
辣椒炝黄瓜,51,4.76,2.72,1.80
煎豆腐,98,3.37,6.99,6.35
干燥粉末肉,395,2.40,37.0,13.20
蛤肉炒凉皮,150,8.55,11.07,4.43
似蜜羊肉片,278,19.28,17.21,11.58
熏肉(一),518,9.29,49.88,8.24
油焖武昌鱼,220,1.27,17.17,14.79
腐乳爆肉,186,4.77,11.02,16.16
低卡火锅蘸料,88,5.93,4.9,5.05
香菇里脊,87,4.29,4.0,7.36
蒸臭豆腐,118,6.88,6.1,9.20
素烩豆腐,176,5.42,15.16,5.20
炸里脊,295,11.10,22.3,12.52
酱汁排骨,334,11.38,26.04,13.84
酱烧茄条红薯泥,116,11.78,7.39,1.66
一品素包,205,34.69,4.21,6.65
栗子扒白菜,133,12.09,8.95,2.08
怀胎黑鱼,105,6.82,6.68,5.49
家常烧面筋,80,7.45,1.51,10.08
清炒木耳菜,53,3.68,3.16,1.75
珍珠奶茶,52,11.63,0.52,0.31
糖醋菜花,84,19.25,0.22,2.05
熘排骨,269,12.84,17.9,14.06
芙蓉素鸡片,95,3.95,6.01,6.52
恩施熏肉,769,0.00,84.38,2.29
滑熘鸭肝,150,11.24,8.11,8.10
鱼肉蒸鸡蛋,99,0.98,5.93,10.45
醋溜黄瓜,72,8.75,4.19,1.34
素烧百叶结,135,12.59,5.86,9.99
油焖大虾,152,6.11,7.22,15.65
蜜汁火方,319,19.82,21.55,11.31
柠檬蒸黑鱼,96,3.74,3.61,12.43
酱猪肝,127,5.58,3.38,18.28
茄汁素肉饼,311,20.97,22.15,8.11
重庆红汤火锅底,523,17.71,48.44,3.36
银耳炖木瓜,53,10.90,0.28,1.70
肉末烧豆腐,122,4.58,6.74,10.98
小炖肉,488,2.10,49.56,8.68
木耳炒豆腐皮,187,5.58,11.95,13.62
椒油苦瓜,137,6.17,12.61,1.02
黄油曲奇,444,44.08,27.08,6.48
粉蒸排骨藕,233,24.87,9.86,11.11
烩鸭杂,108,4.53,5.74,9.18
瑶柱焖节瓜,75,4.35,2.65,9.58
湖南风鸡,241,7.68,15.24,18.41
五香卤肉,404,3.72,37.68,12.19
麻酱拌豇豆,73,7.19,4.15,4.22
青椒拌笋丝,84,6.27,6.01,2.77
香煎南瓜,80,9.58,4.3,1.55
烧土豆条,155,19.23,6.91,4.45
醋溜紫菜头,52,6.79,2.08,1.74
八宝豆腐羹,110,9.30,3.71,10.43
糖醋扒藕丝,139,18.69,6.84,1.69
烧花菜,50,5.34,3.0,1.82
芋头萝卜菜,127,10.34,9.19,1.88
椒油拌油菜,79,5.11,6.29,2.05
蒜酱冬瓜块,17,2.88,0.2,0.84
溜白肉豆腐丸子,376,11.18,34.86,4.64
香酥红豆饼,348,56.44,9.86,12.62
清炒莴笋丝,44,3.82,3.09,1.44
豆瓣豆腐,171,5.11,12.12,11.03
炒四季豆,51,5.73,2.8,1.57
木耳猪皮汤,93,1.08,7.15,6.50
砂锅烧牛蛙,67,2.28,3.29,7.33
桂花盐水鸭,225,1.77,18.19,14.18
豆渣饼,255,20.17,12.68,17.27
酸辣莴笋,51,2.92,4.04,1.29
烩双菇,176,13.43,14.11,4.66
青椒牛柳丝,89,7.37,2.98,8.93
熘鱼块,220,10.76,15.35,9.83
蜜萝鸡片,169,6.66,12.56,7.43
蒜蓉海带,50,5.53,2.6,1.48
锅塌蒲菜,119,5.88,8.88,4.53
水煮花生米,402,11.94,30.77,17.17
红卤鸡爪,236,14.89,11.46,17.24
糟卤凤爪,182,5.21,10.65,16.00
拔丝芋头,255,35.98,11.9,1.61
土豆番茄汤,50,5.47,2.71,0.87
琉璃茄子,182,34.07,3.48,2.74
酱爆甜鸡腿,140,5.37,9.34,8.78
腊鸭,233,0.19,19.15,15.07
烩千张丝,259,5.72,17.84,19.42
扒龙须菜,120,4.53,10.57,2.92
翡翠长春,122,2.49,8.73,8.98
干蒸鸡,241,6.15,15.52,18.82
炸鱿鱼圈,247,6.62,18.61,13.26
扒羊肉,164,1.88,8.97,18.75
卤鸡三件,205,3.85,12.38,19.67
酸辣圆白菜,81,14.52,2.53,1.60
凉拌芹菜叶,63,7.62,3.27,2.69
炒金针菇,68,5.11,4.63,2.40
芦笋牛肉卷,202,20.38,8.07,8.85
拌海蜇头,115,12.93,4.62,5.41
醋熘藕片,105,15.50,4.44,1.86
海带黄豆排骨汤,68,2.22,4.91,4.45
煎慈姑饼,141,15.35,5.59,8.30
冰皮月饼,269,27.30,8.67,2.68
椒麻猪肝,129,7.06,4.3,15.83
私家打卤豆腐,51,3.78,3.17,2.62
香辣素鸡丁,377,14.64,34.54,3.58
生菜鸡丝,121,5.56,6.59,10.21
枣栗子,220,46.49,3.36,1.39
无糖八宝粥,82,16.31,0.88,2.68
烧鸡,167,3.32,8.92,18.35
红烧鲫鱼豆腐,140,4.31,7.44,14.12
熘偏口鱼片,230,5.53,17.66,13.19
荞麦馒头,218,46.52,1.41,7.63
酱味茄子煲,72,6.14,5.08,1.50
毛豆脆虾仁,125,5.35,7.51,10.80
双色麻球,264,36.99,9.53,6.63
麻婆脆豆腐,208,5.89,17.53,7.02
清炒绿豆芽,44,2.50,3.3,1.63
自制梅子饭团,127,29.49,0.55,3.19
煎排骨,146,8.94,9.27,6.80
清蒸臭豆腐,151,8.83,9.57,9.10
米粉肉,501,10.73,47.23,8.50
牛肉红烧白萝卜,50,3.87,2.16,4.47
芝麻核桃黑豆浆,35,2.70,1.63,2.84
五香黄豆,324,15.92,15.39,24.78
无糖银耳汤,10,2.15,0.04,0.33
辣味金针菇,81,6.95,5.78,2.53
蒜蓉菠菜,43,5.17,1.64,2.61
扒肘子,256,4.74,19.59,15.23
番茄瓜方,100,6.46,7.62,1.80
熘仔鸡,158,7.64,8.5,12.53
蒜酱笋片,19,3.55,0.1,1.38
咖喱鸡肉(少肉无油),44,7.03,0.95,2.24
青蒜炒粉条,86,17.26,1.65,1.66
酱油肉,307,6.10,27.65,8.65
炝香鱿鱼须,118,3.79,6.09,12.94
炝鸡肝,92,7.40,4.67,6.06
腐乳豆腐羹,52,3.89,1.85,5.11
素炝扁豆丝,348,56.90,5.87,23.18
珊瑚桂鱼,170,14.59,6.1,14.25
醋熘茄子,97,5.05,8.64,1.29
糖醋熘茄子,181,18.26,11.48,1.84
白切羊肉(一),110,0.47,3.59,18.87
素炒黄花菜,212,26.40,5.28,17.05
煎香椿饼,203,30.83,6.49,6.49
椒蒜土豆丝,102,15.50,3.85,2.43
小白菜汤,17,3.59,0.12,0.89
火锅牛肉丸子,93,2.68,4.1,11.16
水煮鱼片,122,1.52,5.72,15.93
盐煮毛豆,126,6.43,4.78,12.53
鸡肉蘑菇汤,61,4.00,2.52,6.26
虾皮烧冬瓜,44,1.84,3.35,1.32
炝青椒,116,5.95,9.26,2.30
豆豉拌青椒,69,9.07,2.68,3.44
冬瓜陈皮扒米鸭,130,2.12,10.38,7.36
烩四菇,74,7.25,4.93,2.10
生熏鱼,134,0.47,8.08,14.72
溜荔枝鱼,228,32.94,7.8,6.85
酱爆兔肉丁,119,6.89,3.08,16.16
烤麸烧肉,265,7.59,19.77,14.32
凉拌豆腐皮,176,6.86,10.96,13.56
五香猪蹄,276,2.50,19.83,21.43
蘑菇炖土豆,54,7.51,1.78,1.48
咖喱肉片,251,8.07,18.84,12.39
卤牛肠,152,7.71,6.43,12.08
洋葱牛柳丝,108,8.46,4.04,10.19
炒鲜黄花菜,356,16.83,22.99,19.66
醋拌海带丝,34,3.50,1.57,1.86
红曲香鸭,221,2.27,17.48,13.51
焖羊肉,234,4.30,18.73,12.16
卤五香豆腐干,147,12.74,4.92,14.36
红糖发糕,239,51.51,0.95,7.53
卤水花生米,482,23.03,36.51,19.79
酱汁素鸭子,481,19.42,34.26,23.05
三味蛋饼,199,3.63,16.11,10.04
熏香春笋,98,15.73,3.36,3.63
砂锅鲜虾,85,4.49,4.09,7.39
毛豆榨菜豆腐,116,8.03,6.89,8.58
油焖蚕豆,355,57.64,5.55,20.17
肉片烧菜花,114,4.27,9.54,2.56
卤鸭,232,2.81,18.03,14.44
粉皮烩鸡丝,34,4.73,0.96,1.44
涮鱼片,155,8.86,7.46,12.39
丝瓜猪蹄汤,61,1.02,4.05,5.40
花生糕,467,67.70,18.24,10.21
无锡脆鳝,165,6.42,9.63,13.42
黑椒拌牛柳,116,4.18,2.68,18.74
清蒸鳊鱼,120,2.80,6.79,12.05
锅塌鸡蛋,190,3.93,12.82,14.54
洋葱炒牛肉,102,7.38,3.87,9.70
糖醋素子鸡,246,21.60,14.65,6.66
羊肉白菜锅贴,244,36.74,5.46,11.94
滑熘平菇,108,6.67,7.75,4.36
熘豆腐,125,9.18,6.29,7.65
糯米豆沙卷,193,42.60,0.99,4.19
炒胡萝卜片,61,6.61,4.02,0.92
煎牛肉饼,209,14.21,11.29,12.81
芥末拌白菜,22,4.47,0.16,1.52
蒜茸蒸扇贝,94,4.19,4.36,10.36
粉丝菠菜,145,15.70,8.38,3.11
香干拌马兰头,94,5.34,6.49,4.26
清炒红苋菜,55,6.66,2.25,2.94
油焖四季豆,57,6.47,2.11,2.39
清蒸鲳鱼,137,1.15,7.08,17.76
松炸鸡条,202,21.31,7.21,13.01
脆炸鸡腿,259,10.39,18.59,12.66
洋葱焖羊肉,107,2.31,4.52,14.67
无油丝瓜烘蛋,37,2.56,1.79,3.04
鹅掌扣海参,139,2.24,9.31,11.41
番茄汤,29,3.07,1.55,0.92
五香带鱼,132,4.87,5.25,16.67
蔬菜云吞汤,115,13.15,4.21,6.58
海米醋溜白菜,109,4.66,8.9,3.15
五香口条,240,3.70,18.65,13.86
扒栗子白菜,107,10.78,6.67,1.86
生熏仔鸡,227,7.88,14.74,15.44
红煨牛尾,195,12.15,14.15,4.80
凉拌海带,32,4.58,1.19,1.41
马铃薯焖香肠,74,7.55,3.46,2.84
熘胡萝卜丸子,215,20.56,14.63,2.38
焦熘里脊(二),325,28.49,19.7,8.40
茨菰红烧肉,249,7.73,20.54,8.14
重乳酪蛋糕,227,15.91,14.21,8.74
肉末烩菠菜豆腐,115,4.99,7.66,7.33
木瓜蜜奶汁,47,8.18,1.3,1.32
软煎鲅鱼,143,8.18,6.46,12.84
醋熘白菜(一),76,7.26,2.78,3.87
玉米红糖糕,206,34.28,4.77,8.30
醋溜肉片木樨,228,8.92,16.36,11.33
酸辣豆腐皮,268,14.98,13.07,24.58
玉米鸡蛋饼,200,31.23,5.77,6.60
红油兔肉,201,6.82,13.12,14.60
蚝油芥蓝素肉丝,128,6.24,9.47,6.15
沙茶牛肉,159,3.68,12.08,9.41
醋熘青椒,146,21.31,5.28,2.76
椒盐鸭,293,0.30,26.36,13.77
慈禧式煎小块牛排,201,2.26,13.19,17.74
炖鸡白菜汤,29,1.16,1.36,3.19
红白萝卜汤,10,1.62,0.37,0.35
溜萝卜丁,24,5.65,0.1,1.02
糖醋面筋,458,27.85,33.66,10.21
孜然牛肉,124,4.74,4.37,18.00
炝拌海带丝,25,3.31,0.99,1.39
溜萝卜丸,138,14.88,7.77,2.77
熘冬瓜片,80,3.27,7.36,1.09
大蒜烧平菇,95,6.62,7.49,2.04
香葱拌豆腐,68,4.31,4.44,3.49
川味啤酒鸭,233,1.67,19.36,13.16
巧克力蛋糕,397,30.56,27.25,8.68
酱羊肝,119,8.77,2.77,14.20
三丁烩虾仁,89,6.44,4.07,6.37
薯条,201,23.78,11.01,1.75
冰糖排骨,202,7.68,15.23,8.18
酿豆腐,127,7.47,8.45,6.03
卤鸭舌,234,1.73,18.06,15.45
樟茶鸭,234,1.50,18.58,14.79
栗子煨牛肉,145,11.93,4.97,13.71
番茄马铃薯椰菜排骨汤,56,3.86,3.31,2.93
烤猪肉(一),88,4.62,5.59,4.18
辣炒苦瓜,73,4.63,4.91,1.34
酱烧三蔬,59,5.61,3.77,1.40
泡菜,26,3.46,0.29,1.35
脆皮豆腐,181,29.83,3.32,8.13
灌汤包,277,28.94,14.55,8.52
油炸土豆球,245,11.07,20.23,5.14
海味冬瓜,67,3.92,2.51,7.61
康师傅 乌龙茗茶,25,6.10,0.0,0.00
统一 Master Cafe (Colombia)哥伦比亚咖啡,37,7.23,0.6,0.81
维他 奶原味豆奶饮料(含钙),47,7.04,1.28,1.84
星巴克 摩卡咖啡(大杯),73,9.48,3.31,2.87
Marusan 有机豆乳(无调整),51,1.40,3.0,4.70
十全苹果醋,29,7.00,0.0,0.30
稻花香玉米浆,25,5.40,0.1,0.30
星巴克 香草拿铁(大杯加2%低脂奶),55,7.93,1.32,2.64
美汁源 果粒橙,41,9.70,0.0,0.00
娃哈哈 营养快线水果酸奶饮品(山楂味),48,5.00,0.9,1.00
蓝山 拿铁咖啡,448,61.90,20.48,4.76
橘子汁,119,29.60,0.1,0.00
黑唐食府 黑糖姜汁,32,7.50,0.1,0.30
云成 纯红蔗糖,386,97.00,0.0,1.82
三得利 VITAMINWATER维生素水,20,5.20,0.0,0.00
美汁源百分百鲜橙汁,50,12.00,0.0,0.00
信远斋桂花酸梅汤,31,7.90,0.0,0.00
统一弗蕾奶茶-经典麦香,33,6.80,0.4,0.50
蛋奶酒,88,8.05,4.19,4.55
光泉 米浆,66,11.00,1.9,1.20
旺旺 小小复合果蔬汁饮料 125ml,48,11.90,0.0,0.00
百事可乐 极度无糖汽水,0,0.00,0.0,0.00
酸乳饮料,54,9.40,1.3,1.10
味全每日好蔬好果葡萄果蔬混合汁,50,12.20,0.0,0.00
京工莲藕杏仁茶,450,72.00,14.8,7.00
妙恋  妙恋红黄白绿黑绿豆奶昔,44,7.70,1.0,1.00
HERBALIFE 天然浓缩茶粉(绿茶精华),294,58.82,0.0,0.00
橙珍(易拉罐装),25,6.10,0.0,0.10
泰山 金桔蜂蜜茶,26,6.60,0.0,0.00
低度汉酒(37.2度),216,0.00,0.0,0.00
维他 清心栈竹蔗茅根马蹄红萝卜饮品,25,6.20,0.0,0.00
锐澳 鸡尾酒(柠檬+朗姆),42,5.70,0.0,0.00
白葡萄酒,66,0.00,0.0,0.10
椰子汁饮料,51,6.60,2.4,0.70
雀巢 美禄双倍牛奶巧克力麦芽饮品,408,74.67,6.0,12.33
楚天啤酒(2.6度),16,0.00,0.0,0.40
惠尔康 谷粒谷力玉米南瓜浓浆,44,8.00,0.8,0.84
优莎娜 野营养餐(草莓口味),400,53.33,12.33,25.00
五星啤酒,32,0.00,0.0,0.30
Tiffany 芒果甘露,65,16.25,0.0,0.00
葡萄酒(半干白，11.5%，王朝牌),73,1.60,0.0,0.30
雀巢 原叶低糖绿茶,16,4.00,0.0,0.00
迪亚天天盐汽水柠檬味,10,2.50,0.0,0.00
星巴克 卡布奇诺,30,2.33,1.48,1.48
小樱桃弹珠(柠檬味)充气汽水,40,10.00,0.0,0.00
麦斯威尔 咖啡韩国版(原味),34,8.57,0.0,0.00
维他 奶红豆豆奶饮料,51,8.40,1.28,1.52
伊藤园 绿茶,0,0.00,0.0,0.00
贝纳颂 咖啡饮料(经典蓝山风味),61,8.70,2.1,1.70
谷粒谷力 芝麻味,70,10.20,2.6,1.12
核桃乳(女性型),53,6.20,2.7,0.90
汇源 桃果肉饮料(纤果口感),46,10.30,0.0,0.00
卡士 活菌型乳酸菌饮料(芦荟味),55,9.50,1.4,1.10
菠萝汁饮料(大湖牌),36,8.40,0.2,0.30
农夫山泉 东方神叶 绿茶,0,0.00,0.0,0.00
可果美 果蔬生活(芒果果蔬混合汁),48,11.00,0.0,0.30
雀巢咖啡 雀巢三合一卡布奇洛咖啡,446,7.69,13.08,6.92
卡司诺 3合1即溶咖啡,441,80.00,13.33,3.33
中绿粗粮王谷物饮料(香滑黑豆),61,9.28,1.92,1.24
惠尔康 谷粒谷力 绿豆浓浆,47,9.60,0.56,0.60
纯果乐 鲜果粒橙汁饮料,43,10.20,0.0,0.00
红葡萄酒,74,0.00,0.0,0.10
甘州大曲,312,0.00,0.0,0.00
屈臣氏 苏打水,0,0.00,0.0,0.00
金車 金车 冰淇淋汽水,39,9.80,0.0,0.00
地佰益黄金玉米浆饮料,42,7.50,0.6,1.20
卡夫 果珍(美国甜橙味),388,96.00,0.0,0.00
维他 燕麦豆奶1升装,60,9.10,1.8,1.00
吉百利 三合一热巧克力饮料,433,73.33,13.33,6.67
麦斯威尔 奶茶口味咖啡,427,83.08,8.46,2.31
酷儿 香橙汁,52,12.00,0.0,0.00
三得利 欧洲茉莉花茶,0,0.00,0.0,0.00
麦斯威尔 原味咖啡,478,69.23,18.46,2.31
银鹭豆奶有益,57,7.50,1.8,2.20
花雕酒(16.5%),124,6.50,0.0,1.00
泰特利肉桂李子茶,0,0.06,0.0,0.00
三得利 鉄骨飲料,43,10.50,0.0,0.00
咖啡豆,313,68.90,8.8,17.10
大麦茶(茶叶本身),393,77.60,3.4,13.00
Nektar Valley  Nekta新西兰奇异果汁,46,11.10,0.0,0.13
马氏神泉 山楂汁,43,10.00,0.6,0.00
KRUGER 古德 Krueger 巧克力卡布奇诺,383,74.00,8.3,3.30
爱之味鲜采番茄汁,23,5.40,0.0,0.40
美汁源爽粒葡萄,48,12.00,0.0,0.00
蜜酒,84,0.00,0.0,0.00
隐雪(含膳食纤维)粒粒运动饮料,20,5.00,0.0,0.00
瑞士小姐 SwissMiss热可可棉花糖饮品,412,85.29,7.35,2.94
农夫山泉 苏打红茶,24,6.00,0.0,0.00
牵手 100%南瓜汁,2,0.32,0.0,0.20
酷儿白提子汁饮品,44,10.60,0.0,0.00
统一饮冰室茶集抹茶奶茶,55,10.00,1.6,0.18
露露 杏仁露(无糖),35,2.80,2.2,0.60
雀巢 原叶冰红茶柠檬味茶饮料,38,9.00,0.0,0.00
星巴克 玛琪雅多(豆奶单杯),35,3.53,0.0,0.00
锐澳 鸡尾酒(白桃+白兰地),48,7.50,0.0,0.00
加饭黄酒,37,0.00,0.0,1.60
三得利 胡麻麦茶,0,0.00,0.0,0.00
TimHortons冰冻卡布奇诺(小杯),88,11.64,3.88,0.71
奇异王果猕猴桃汁饮料,20,5.00,0.0,0.00
超级 COFFEEMIX3IN1,450,85.00,10.0,5.00
锡兰红茶包,1,0.00,0.1,0.10
葡萄酒(干白，11%，长城牌),67,1.20,0.0,0.10
宾格瑞 杏仁豆奶,65,6.50,3.0,3.25
原汁胡萝卜醋饮料,42,10.00,0.0,0.56
桂格百分之百喝的燕麦,44,7.50,0.9,1.40
甲级龙井,331,48.90,2.7,33.30
苹果酒(干型),36,2.60,0.0,0.00
雅传 冲绳黑糖砖,176,44.90,0.0,0.90
维他 清心栈冬蜜青柠饮品,36,8.90,0.0,0.00
麒麟 魔力维他命,28,6.60,0.0,0.00
核桃乳(儿童型),44,5.50,2.1,0.80
NUOC COT DUA Coconut Milk 泰国椰浆,44,3.33,3.89,0.00
达能 碧悠活性乳酸菌饮品(热带水果味),62,12.00,0.0,1.10
贝纳颂咖啡(卡普契诺风味),61,8.90,2.1,1.70
雀巢 巧伴伴,394,84.32,4.2,3.60
辉山爽哈哈原味,31,5.00,0.7,0.70
星巴克 草莓星冰乐(加奶油),63,9.72,2.36,0.83
统一 葡萄多,45,10.50,0.0,0.00
水灵冰果水蜜桃果汁汽水345ml,28,7.01,0.0,0.00
