rank,en,zh
1108,southern,"['sʌðәn]
adj.
南的, 南方的"
1109,fresh,"[freʃ]
adj.
新鲜的, 无经验的, 生的, 冒失的, 鲜艳的
adv.
最新地, 刚刚
n.
开始, 泛滥"
1110,eventually,"[i'ventjuәli]
adv.
最后, 终于"
1111,no,"[nәu]
n.
否定, 投反对票者
adj.
没有, 不许, 反对
adv.
不, 并不, 毫不
[域] Norway , 挪威"
1112,forest,"['fɔrist]
n.
森林, 林木, <英>御猎场
adj.
森林的, 住在森林中的
vt.
植树于"
1113,video,"['vidiәu]
n.
电视, 录象, 视频"
1114,global,"['glәubәl]
adj.
球形的, 全球的, 全世界的"
1115,Senate,
1116,reform,"[ri'fɔ:m]
n.
改革, 改善, 改良运动, 感化
vt.
改革, 革新, 重新组成
vi.
革新, 改过, 重组"
1117,access,"['ækses]
n.
通路, 访问, 入门
vt.
存取, 接近"
1118,restaurant,"['restәr:ŋ, -rɔnt]
n.
餐馆, 饭店"
1119,judge,"[dʒʌdʒ]
n.
法官, 审判员, 裁判员, 鉴赏家, 鉴定人, (J-)最高的审判者
vt.
审理, 鉴定, 判断, 判决, 断定, 认为
vi.
下判断, 作评价"
1120,publish,"['pʌbliʃ]
v.
出版, 刊印
vt.
公布, 发表"
1121,cost,"[kɔst]
n.
成本, 价钱, 代价
vt.
价值为, (使)花费(金钱,时间,劳力等), 使失去(生命,健康等), 令人付出
vi.
花费"
1122,relation,"[ri'leiʃәn]
n.
关系, 联系, 叙述, 故事, 亲戚"
1123,like,"[laik]
n.
爱好, 同样的人(或物)
adj.
相似的, 同样的
vt.
喜欢, 希望, 愿意
vi.
喜欢, 希望
prep.
象, 如同
adv.
可能"
1124,release,"[ri'li:s]
n.
释放, 让渡, 豁免, 发行的书, 释放证书
vt.
释放, 解放, 放弃, 让与, 免除, 发表
n.
版本, 发布"
1125,own,"[әun]
adj.
自己的, 特有的, (不用所有格)嫡亲的, 同胞的
vt.
拥有, 自认, 承认
vi.
承认"
1126,bird,"[bә:d]
n.
鸟, <俚>人
vi.
在野外观察或鉴别鸟类"
1127,opinion,"[ә'pinjәn]
n.
意见, 看法, 主张, 判断, 评价"
1128,credit,"['kredit]
n.
信任, 信用, 声望, 荣誉, [财务]贷方, 银行存款
vt.
相信, 信任, 把...归给"
1129,critical,"['kritikәl]
adj.
评论的, 鉴定的, 批评的, 危急的, 临界的"
1130,corner,"['kɔ:nә]
n.
角落, (街道)拐角处, (遥远的)地区, 偏僻处, 困境, 绝路
vt.
迫至一隅, 垄断, 使陷入绝境, 把...难住
vi.
相交成角, 囤积(in)"
1131,concerned,"[kәn'sә:nd]
adj.
关心的, 有关的"
1132,recall,"[ri'kɔ:l]
vt.
回忆, 回想, 记起, 取消
n.
召回"
1133,version,"['vә:ʃәn]
n.
译文, 译本, 翻译"
1134,stare,"[steә(r)]
v.
(～ at) 凝视, 盯着看"
1135,safety,"['seifti]
n.
安全, 保险, 安全设备, 保险装置"
1136,effective,"[i'fektiv]
adj.
有效的, 被实施的, 给人深刻印象, 有生力量"
1137,neighborhood,"['neibәhud]
n.
附近, 邻近"
1138,original,"[ә'ridʒәnәl]
adj.
最初的, 原始的, 独创的, 新颖的
n.
原物, 原作"
1139,act,"[ækt]
n.
幕, 法案, 法令, 动作, 举动, 节目, (戏剧的)幕
vi.
行动, 产生...的效果, 担当, 表演, 假装, 表现, 见效
vt.
扮演, 装作"
1140,troop,"[tru:p]
n.
群, 组, 多数, 军队
vi.
群集, 结队, 成群而行
vt.
把(骑兵)编成骑兵连"
1141,income,"['inkәm]
n.
收入, 收益, 进款, 所得"
1142,directly,"[di'rektli, dai'rektli]
adv.
直接地, 立即"
1143,hurt,"[hә:t]
v.
刺痛, 伤害, (使)痛心, (使)伤感情, 危害, 损害, 受伤
n.
伤痛, 伤害"
1144,species,"['spi:ʃiz]
n.
种类, (原)核素
n.
[律]式样
n.
[宗]圣餐物"
1145,immediately,"[i'mi:djәtli]
adv.
立即, 马上, 直接地"
1146,track,"[træk]
n.
轨迹, 车辙, 跟踪, 航迹, 足迹, 路, 磁轨, 途径
vt.
循路而行, 追踪, 通过, 用纤拉
vi.
追踪, 留下足迹, 走"
1147,basic,"['beisik]
n.
基本, 要素, 基础
adj.
基本的, 碱性的
n.
[计]BASIC语言, 基本高级语言"
1148,strike,"[straik]
n.
罢工, 打击, 殴打
vt.
打, 撞击, 冲击, 罢工, 打动, 划燃, 到达, 侵袭
vi.
打, 打击, 罢工, 抓, 敲, 搏动, 打动, 穿透"
1149,hope,"[hәup]
n.
希望, 信心
v.
希望, 盼望, 期待, 信赖"
1150,sky,"[skai]
n.
天, 天空"
1151,freedom,"['fri:dәm]
n.
自由, 自主, 直率, 特权"
1152,absolutely,"['æbsәlu:tli]
adv.
完全地, 绝对地"
1153,plane,"[plein]
n.
平面, 飞机, 水平, 程度, 刨
adj.
平的, 平面的
v.
刨, 刨平"
1154,nobody,"['nәubәdi]
pron.
谁也不, 无人, 任何人, 没有任何人"
1155,achieve,"[ә'tʃi:v]
vt.
完成, 达到"
1156,object,"['ɔbdʒikt]
n.
物体, 目标, 宾语, 对象
vi.
反对, 拒绝, 抗议
vt.
提出...来反对"
1157,attitude,"['ætitju:d]
n.
姿势, 态度, 看法, 意见"
1158,labor,"['leibә]
n.
劳动, 努力, 工作, 劳工, 分娩, 阵痛
vi.
劳动, 努力争取(for), 苦干
vt.
详细分析, 麻烦"
1159,refer,"[ri'fә:]
vt.
提交, 谈及, 归诸于, 指点把...提交, 使求助于
vi.
提到, 涉及, 查阅, 咨询"
1160,concept,"['kɔnsept]
n.
观念, 概念"
1161,client,"['klaiәnt]
n.
[计]顾客, 客户, 委托人"
1162,powerful,"['pauәful]
adj.
强大的, 有力的"
1163,perfect,"['pә:fikt]
n.
完成式
adj.
完美的, 全然的, 理想的, 正确的, 熟练的, 精通的完成式的
vt.
使完美, 修改, 使熟练"
1164,nine,"[nain]
num.
九, 九个"
1165,therefore,"['ðєәfɔ:]
adv.
因此, 所以"
1166,conduct,"['kɔndʌkt, -dәkt]
n.
行为, 操行
v.
引导, 管理, 为人, 传导"
1167,announce,"[ә'nauns]
vt.
宣布, 通告"
1168,conversation,"[ˏkɔnvә'seiʃәn]
n.
会话, 交谈"
1169,examine,"[ig'zæmin]
v.
检查, 调查, 考试"
1170,touch,"[tʌtʃ]
n.
触, 触觉, 接触, 联系, 轻触, 碰, 缺点, 格调
vt.
接触, 触摸, 触及, 达到, 涉及, 点缀, 使接触, 感动
vi.
触摸, 接近, 涉及, 提到"
1171,please,"[pli:z]
adj.
满足的
vt.
请
v.
使喜欢, 中...的意, 使满足, 取悦"
1172,attend,"[ә'tend]
vt.
出席, 参加, 照顾, 护理, 注意
vi.
专心, 留意"
1173,completely,"[kәm'pli:tli]
adv.
十分, 完全地"
1174,vote,"[vәut]
n.
投票, 选票,表决, 得票数
vi.
投票
vt.
投票,投票决定, 公认, <口>建议, 使投票"
1175,variety,"[vә'raiәti]
n.
变化, 多样性, 种种, 品种, 种类"
1176,sleep,"[sli:p]
vi.
睡, 睡觉
n.
睡眠"
1177,turn,"[tә:n]
n.
转动, 旋转, 转变方向, 轮流, 时机, (一)回, 倾向, 癖性
v.
(使)转动, 翻转, 扭转, (使)变质, 超过(年龄,数量等), 车(成)"
1178,involved,"[in'vɔlvd]
adj.
棘手的,有关的"
1179,investigation,"[inˏvesti'geiʃәn]
n.
调查, 研究"
1180,nuclear,"['nju:kliә]
adj.
[核]核子的, 原子能的, 核的, 中心的"
1181,researcher,"[ri'sә:tʃә(r)]
n.
研究员"
1182,press,"[pres]
n.
压, 按, 印刷, 压力, 拥挤, 紧握, 新闻
vt.
压, 压榨, 紧抱, 逼迫
vi.
压, 逼迫, 拥挤, 受压"
1183,conflict,"['kɔnflikt]
n.
斗争, 冲突
vi.
抵触, 冲突"
1184,spirit,"['spirit]
n.
精神, 灵魂, 幽灵, 妖精, 勇气, 火力, 热情, 情绪
vt.
诱拐, 鼓励, 鼓舞"
1185,experience,"[iks'piәriәns]
n.
vt.经验, 体验, 经历, 阅历"
1186,replace,"[ri(:)'pleis]
vt.
取代, 替换, 代替, 把...放回原处"
1187,British,"['britiʃ]
adj.
大不列颠的, 英国的, 英国人的"
1188,encourage,"[in'kʌridʒ]
vt.
鼓励, 怂恿
v.
鼓励, 鼓励"
1189,argument,"['ɑ:gjumәnt]
n.
争论, 辩论, 论据, 论点, ～ (for,against), 意见"
1190,by,"[bai]
prep.
在附近, 在旁边, 经, 由, 依据, 按照, 通过, 用
adv.
通过, 经过, 附近
[域] Belarus, 白俄罗斯"
1191,once,"[wʌns]
n.
adv.一次, 从前, 曾经
conj.
一旦"
1192,camp,"[kæmp]
n.
露营地, 阵营
vi.
露营, 扎营"
1193,brain,"[brein]
n.
脑, 头脑"
1194,feature,"['fi:tʃә]
n.
面貌的一部分(眼,口,鼻等)特征, 容貌, 特色, 特写
vt.
是...的特色, 特写, 放映
vi.
起重要作用"
1195,afternoon,"['ɑ:ftә'nu:n]
n.
午后, 下午
adv.
下午的, 晚期"
1196,AM,"abbr.
调幅 (amplitude modulation)"
1197,weekend,"[wi:k'end, 'wi:kend]
n.
周末, 周末休假
adj.
周末的
vi.
度周末的"
1198,dozen,"['dʌzn]
n.
一打, 十二个"
1199,possibility,"[ˏpɔsi'biliti]
n.
可能性, 可能发生的事物"
1200,along,"[ә'lɔŋ]
adv.
往前, 向前
prep.
顺着, 沿着"
1201,insurance,"[in'ʃuәrәns]
n.
保险, 保险单, 保险业, 保险费"
1202,department,"[di'pɑ:tmәnt]
n.
部, 局, 处, 科, 部门, 系, 学部"
1203,battle,"['bætl]
n.
战役(指大规模会战), 战争
vi.
作战, 战斗, 搏斗, 斗争"
1204,beginning,"[bi'giniŋ]
n.
开始"
1205,date,"[deit]
n.
日期, 日子, (历史上某一)年代, 时期, 约会, 枣椰子
vt.
约会, 定日期
vi.
注明...的日期, 过时
[计] 显示或设置系统日期"
1206,generally,"['dʒenәrәli]
adv.
一般, 通常, 一般地"
1207,African,"['æfrikәn]
n.
非洲人
adj.
非洲的"
1208,very,"['veri]
adv.
很, 甚, 及其, 非常, 完全
adj.
真正的, 真实的, 恰好的, 绝对的, 十足的, 特别的"
1209,sorry,"['sɔri]
adj.
遗憾的, 对不起的, 可怜的, 抱歉的"
1210,crisis,"['kraisis]
n.
疾病的转折点(或转好或恶化), 决定性时刻, 危机, 危险期, 历史上的紧要关头, [医]危象, 转换期"
1211,complete,"[kәm'pli:t]
adj.
全部的, 完全的, 完成的
vt.
完成, 使完善"
1212,fan,"[fæn]
n.
扇子, 鼓风机, 风扇, 迷, 狂热者, 爱好者
vt.
煽动, 刺激, 扇, 吹拂
vi.
飘动, 成扇形散开"
1213,stick,"[stik]
n.
棍, 棒, 手杖
v.
粘住, 粘贴
vt.
刺, 戳"
1214,define,"[di'fain]
vt.
定义, 详细说明"
1215,easily,"['i:zili]
adv.
容易地, 不费力地"
1216,through,"[θru:]
prep.
穿过, 通过, 从开始到结束, 经由, 以
adv.
从头到尾, 自始至终, 直达地, 彻底, 完全
adj.
直达的, 直通的"
1217,hole,"[hәul]
n.
洞, 孔, 突破口
v.
凿洞"
1218,element,"['elimәnt]
n.
要素, 元素, 成分, 元件, 自然环境"
1219,vision,"['viʒәn]
n.
视力, 视觉, 先见之明, 眼力, 想象力, 幻想, 幻影, 景象
vt.
梦见, 想象, 显示"
1220,status,"['steitәs]
n.
身份, 地位, 情形, 状况"
1221,normal,"['nɔ:mәl]
n.
正规, 常态, [数学]法线
adj.
正常的, 正规的, 标准的"
1222,Chinese,"['tʃai'ni:z]
adj.
中国的, 中国人的, 中国话的, 汉语的
n.
中国人, 中国话, 汉语, 中文"
1223,ship,"[ʃip]
n.
船, 海船, 舰
v.
装上船, 航运, 载运, 在船上工作"
1224,solution,"[sә'lju:ʃәn]
n.
解答, 解决办法, 溶解, 溶液
解决方案"
1225,stone,"[stәun]
n.
石, 石头, 宝石"
1226,slowly,"['slәuli]
adv.
慢慢地, 迟缓地"
1227,scale,"[skeil]
n.
刻度,衡量,比例,数值范围,比例尺,天平,等级
vt.
依比例决定,攀登,测量
vi.
剥落,生水垢,重,攀登,衡量"
1228,bit,"bit
n. 位[计算机名词]
n. 少量,马嚼子,辅币
vt. 上马嚼子,控制
v. 
vbl. 咬"
1229,university,"[ˏju:ni'vә:siti]
n.
(综合)大学"
1230,introduce,"[ˏintrә'dju:s]
vt.
介绍, 传入, 引进, 提出"
1231,driver,"['draivә]
n.
驾驶员
n.
[计] 驱动器, 驱动程序
n.
[机]起子, 主动轮, 传动器"
1232,attempt,"[ә'tempt]
n.
努力, 尝试, 企图
vt.
尝试, 企图"
1233,park,"[pɑ:k]
n.
公园, 停车场, 炮场
vt.
停放(汽车等)"
1234,spot,"[spɔt]
n.
班点, 污点, 地点, 场所, 现场
v.
沾污, 弄脏, 侦察
vt.
认出, 发现"
1235,lack,"[læk]
n.
缺乏, 短缺的东西
vt.
缺乏, 没有, 需要
vi.
缺乏, 没有"
1236,ice,"[ais]
n.
冰冻食品
vt.
冰冻, 覆以冰
vi.
结冰
abbr.
[军] Intenal Combustion Engine, 内燃机"
1237,boat,"[bәut]
n.
小船, 艇
v.
划船"
1238,drink,"[driŋk]
n.
饮料, 酒, 酗酒, 一口(或一些)饮料
v.
喝, 喝酒, (植物、土壤等的)吸水, 举杯庆贺"
1239,sun,"[sʌn]
n.
太阳, 阳光, 恒星
vt.
晒
n.
(Sun) 星期天(=Sunday)
美国Sun公司，主要生产SUN系列工作站和网络产品, 是JAVA语言的创始者"
1240,front,"[frʌnt]
n.
前面, 开头, 前线, (政治上的)阵线, 态度, 外表
vt.
面对, 朝向, 对付
vi.
朝向"
1241,distance,"['distәns]
n.
距离, 远离, 一长段时间, 远方, 远景, 遥远, (时间的)间隔, (时日的)经过"
1242,wood,"[wud]
n.
木头, 木材, 树木"
1243,handle,"['hændl]
n.
柄, 把手, 把柄, 口实, 手感
vt.
触摸, 运用, 买卖, 处理, 操作
vi.
搬运, 易于操纵
n.
[计]句柄"
1244,truck,"[trʌk]
n.
卡车, 敞棚货车, (车站)搬行李用的手推车, 交易, 交换, 废话, 废物, 实物工资
vt.
交易, 交往, 以卡车运输
vi.
驾驶卡车, 以物易物
adj.
<主美>运货汽车的"
1245,return,"[ri'tә:n]
n.
回来, 返回, 来回票, 利润, 回答
adj.
返回的, 回程的, 报答的, 反向的, 重现的
vi.
回返, 归还
vt.
归还, 回报, 报告, 获得, 回答, 返回"
1246,mountain,"['mauntin]
n.
山, 山脉"
1247,survey,"[sә:'vei]
n.
测量, 调查, 俯瞰, 概观, 纵览, 视察
vt.
调查(收入,民意等) 测量, 勘定, 审视, 视察, 俯瞰, 通盘考虑
vi.
测量土地"
1248,supposed,"[sә'pәuzd]
adj.
假定的, 假像的"
1249,tradition,"[trә'diʃәn]
n.
传统, 惯例"
1250,winter,"['wintә]
n.
冬, 冬季, 萧条期, 衰退期
adj.
冬天的
vt.
对...进行冬天保护
vi.
过冬"
1251,village,"['vilidʒ]
n.
乡村, 村庄
adj.
村庄的"
1252,Soviet,"['sәuviet]
adj.
苏联的"
1253,refuse,"[ri'fju:z]
vt.
拒绝, 谢绝
n.
废物, 垃圾"
1254,sales,"adj.
销售的，有关销售的"
1255,roll,"[rәul]
adj.
滚动, 滚转, (使)摇摆, (使)摇晃, 卷起, 卷拢
vt.
辗, 轧
n.
(一)卷, 卷形物, 摇晃, 摆动, 名单"
1256,communication,"[kәˏmju:ni'keiʃn]
n.
传达, 信息, 交通, 通讯"
1257,run,"[rʌn]
n.
跑, 赛跑, 奔跑, 运转, 趋向
vi.
跑, 奔, 逃跑, 竞选, 跑步, 蔓延, 进行, 行驶
vt.
使跑, 参赛, 追究, 使流, 管理, 运行, 开动
adj.
熔化的, 融化的, 浇铸的
vbl.
run的过去式和过去分词"
1258,screen,"[skri:n]
n.
屏, 银幕, 筛子, 掩蔽物, 屏风
vt.
掩蔽, 包庇, 放映, 拍摄, 筛
vi.
拍电影"
1259,gain,"[gein]
n.
财物的增加, 财富的获取, 利润, 腰槽, 收获
vt.
得到, 增进, 赚到, 开腰槽于
vi.
获利, 增加"
1260,resident,"['rezidәnt]
n.
居民
adj.
居住的, 常驻的"
1261,hide,"[haid]
n.
兽皮, 皮革
v.
剥...的皮, 痛打, 隐藏, 掩藏, 隐瞒, 掩饰"
1262,gold,"[gәuld]
n.
黄金, 金币
adj.
金的, 金制的"
1263,club,"[klʌb]
n.
俱乐部, 夜总会, 社, 棍棒, (高尔夫球等的)球棒, (扑克牌)梅花
vt.
棍打, 协作, 联合, 把...当棍棒用"
1264,future,"['fju:tʃә]
n.
未来, 将来, 前途, 远景
adj.
未来的, 将来的"
1265,farm,"[fɑ:m]
n.
农场, 农庄, 农田
vt.
耕种
vi.
种田, 务农, 经营农场, 从事畜牧"
1266,potential,"[pә'tenʃ(ә)l]
adj.
潜在的, 可能的, 势的, 位的
n.
潜能, 潜力, 电压"
1267,increase,"[in'kri:s]
n.
增加, 增大, 增长
vt.
增加, 加大
vi.
增加, 繁殖"
1268,middle,"['midl]
n.
中间, 当中
adj.
中间的, 中部的"
1269,European,"[ˏjuәrә'pi(:)әn]
adj.
欧洲的, 欧洲人的
n.
欧洲人"
1270,presence,"['prezns]
n.
出席, 到场, 存在"
1271,independent,"[indi'pendәnt]
n.
中立派, 无党派者
adj.
独立自主的, 不受约束的"
1272,district,"['distrikt]
n.
区域, 地方, 管区, 行政区, (美国各州的)众议院选区"
1273,shape,"[ʃeip]
n.
外形, 形状, 形态, (尤指女子的)体形, 身段, 形式
vt.
制作, 定形, 使成形, 塑造, 使符合
vi.
成形, 形成, 成长"
1274,reader,"['ri:dә]
n.
读者, 读物, 读本, 读卡机"
1275,Ms,
1276,contract,"['kɔntrækt]
n.
合同, 契约, 婚约
v.
使缩短, 感染, 订约"
1277,crowd,"[kraud]
n.
人群, 群众, 一堆(东西), 一伙
v.
群集, 拥挤, 挤满"
1278,Christian,"['kristjәn]
n.
基督徒, 信徒
adj.
基督教的, 信基督教的"
1279,express,"[iks'pres]
adj.
急速的, 特殊的, 明确的
n.
快车, 快递, 专使
vt.
表达, 表示
adv.
乘快车, 以快递方式"
1280,apartment,"[ә'pɑ:tmәnt]
n.
<美>公寓住宅, 单元住宅, 房间"
1281,willing,"['wiliŋ]
adj.
乐意的, 自愿的, 心甘情愿的, 反应迅速的"
1282,strength,"[streŋθ]
n.
力, 力量, 力气, 实力, 兵力, 浓度"
1283,previous,"['pri:vjәs]
adj.
在前的, 早先的
adv.
在...以前
返回上一级菜单"
1284,band,"[bænd]
n.
带子, 镶边, 波段, 队, 乐队
v.
联合, 结合"
1285,obviously,"['ɔbviәsli]
adv.
明显地"
1286,horse,"[hɔ:s]
n.
马, [总称]骑兵, 脚架, 马力
vi.
骑马, 作弄人
vt.
使骑马, 系马于"
1287,interested,"['intristid]
adj.
感兴趣的, 有成见的, 有权益的"
1288,target,"['tɑ:git]
n.
目标, 对象, 靶子"
1289,prison,"['prizn]
n.
监狱"
1290,ride,"[raid]
v.
骑, 乘
n.
骑, 乘"
1291,guard,"[gɑ:d]
n.
守卫, 警戒, 护卫队, 防护装置
vt.
保卫, 看守, 当心
vi.
防止, 警惕, 警卫"
1292,terms,"
术语,词条"
1293,demand,"[di'mɑ:nd]
n.
要求, 需求(量), 需要
v.
要求, 需要, 要求知道, 查询"
1294,reporter,"[ri'pɔ:tә]
n.
记者, 通讯员"
1295,deliver,"[di'livә]
vt.
递送, 陈述, 释放, 发表(一篇演说等), 交付, 引渡, 瞄准, 给予(打击)"
1296,text,"[tekst]
n.
正文, 原文, 课文, 课本"
1297,share,"[ʃєә]
n.
共享, 参与, 一份, 部分, 份额, 参股
vt.
分享, 均分, 共有, 分配
vi.
分享
[计] 使DOS支持文件共享和锁定"
1298,tool,"[tu:l]
n.
工具, 用具, 爪牙, 走狗, 手段
vt.
用工具加工, 使用设备
vi.
使用工具"
1299,wild,"[waild]
adj.
野性的, 野生的, 野蛮的, 狂热的, 疯狂的"
1300,vehicle,"['vi:ikl]
n.
交通工具, 车辆, 媒介物, 传达手段"
1301,observe,"[әb'zә:v]
vt.
观察, 观测, 遵守, 评述, 说"
1302,flight,"[flait]
n.
飞行, 逃走, 飞跃, 飞机的航程, 班机, 追逐, 楼梯的一段, 射程
vi.
成群飞行, 迁徙
vt.
射击(飞禽), 使惊飞"
1303,inside,"['in'said]
n.
里面, 内部, 内脏, 内情
adj.
内部的, 秘密的, 于室内工作的
adv.
在里面
prep.
在...之内"
1304,facility,"[fә'siliti]
n.
容易, 简易, 灵巧, 熟练, 便利, 敏捷, 设备, 工具"
1305,understanding,"[ˏʌndә'stændiŋ]
n.
谅解, 理解"
1306,average,"['ævәridʒ]
n.
平均, 平均水平, 平均数, 海损
adj.
一般的, 通常的, 平均的
vt.
平均为, 均分, 使平衡, 达到平均水平
vi.
买进, 卖出"
1307,emerge,"[i'mә:dʒ]
vi.
显现, 浮现, 暴露, 形成, (由某种状态)脱出, (事实)显现出来"
1308,advantage,"[әd'vɑ:ntidʒ]
n.
优势, 有利条件, 利益"
1309,quick,"[kwik]
adj.
快的, 迅速的, 敏捷的, 急剧的, 活泼的
adv.
快
n.
活人，生物, 要点, 本质, 核心, 感觉敏锐的部位"
1310,light,"[lait]
n.
光, 日光, 发光体, 灯
adj.
轻的, 发光的, 明亮的, 浅的vt.点燃, 照亮
adv.
轻地
vi.
点着, 变亮"
1311,leadership,"['li:dәʃip]
n.
领导能力, 领导阶层"
1312,earn,"[ә:n]
vt.
赚, 挣得, 获得
v.
赚得, 获得"
1313,pound,"[paund]
n.
磅, 英镑, 重击, 鱼塘, 兽栏, 拘留所
vt.
强烈打击, 捣烂, 监禁, 关入栏
vi.
连续重击, 连续敲打, 苦干"
1314,basis,"['beisis]
n.
基础, 基本, 根据, 主要成分(或要素), (认识论中的)基本原则或原理"
1315,bright,"[brait]
adj.
明亮的, 辉煌的, 欢快的, 聪明的, 伶俐的"
1316,operate,"['ɔpәreit]
v.
操作, 运转, 开动, 起作用, 动手术, 开刀
n.
[军]作军事行动"
1317,guest,"[gest]
n.
客人, 来宾, 旅客
vt.
招待, 款待
vi.
作客, 寄宿"
1318,sample,"['sæmpl]
n.
标本, 样品, 例子
vt.
取样, 采样, 抽取...的样品, 试验的一部分, 尝试"
1319,contribute,"[kәn'tribju:t]
v.
捐助, 捐献, 贡献, 投稿"
1320,tiny,"['taini]
adj.
很少的, 微小的"
1321,block,"[blɔk]
n.
木块, 石块, 块, 街区, 印版, 滑轮, 阻滞, (一)批
vt.
防碍, 阻塞"
1322,protection,"[prә'tekʃәn]
n.
保护"
1323,settle,"['setl]
n.
有背的长凳
vt.
安放, 使定居, 安排, 解决, 决定, 整理, 支付, 使平静
vi.
安家, 定居, 停留, 下陷, 沉淀, 决定, 澄清"
1324,feed,"[fi:d]
n.
饲养, 饲料, (动物或婴儿的)一餐
vt.
喂养, 饲养, 放牧, 靠...为生
vi.
吃东西, 流入"
1325,collect,"[kә'lekt]
v.
收集, 聚集, 集中, 搜集
adj.
由收件人付款的
adv.
由收件人付款地"
1326,additional,"[ә'diʃәnl]
adj.
另外的, 附加的, 额外的"
1327,while,"[(h)wail]
n.
一会儿, 时间
conj.
当...的时候, 虽然
vt.
消磨
prep.
<古><方>直到"
1328,highly,"['haili]
adv.
高地, 非常"
1329,identity,"[ai'dentiti]
n.
同一性, 身份, 一致, 特性, 恒等式"
1330,title,"['taitl]
n.
头衔, 名称, 标题, 冠军, 资格, 字幕, 权利, 扉页
vt.
赋予头衔, 加标题于
adj.
标题的, 用作书名的"
1331,mostly,"['mәustli]
adv.
主要地, 大部分, 通常"
1332,lesson,"['lesn]
n.
功课, (一节)课, 课程, 教训"
1333,faith,"[feiθ]
n.
信任, 信念, 宗教信仰, 忠实, 保证, 诺言, 约定"
1334,river,"['rivә]
n.
河, 江"
1335,promote,"[prә'mәut]
vt.
促进, 发扬, 提升, 提拔, 晋升为"
1336,living,"['liviŋ]
n.
生活, 生计, 生存空间, 居住面积
adj.
活的, 起作用的, 逼真的, 现存的"
1337,present,"[pri'zent]
n.
赠品, 礼物, 现在, 瞄准
adj.
现在的, 出席的, 当面的
vt.
介绍, 引见, 给, 赠送, 上演, 提出, 呈现
vi.
举枪瞄准"
